44,adjoin,[?'d??in],vt.贴近，毗连；靠近
45,adjustable,[?'d??st?b(?)l],a.可调整的，可校准的
46,administration,[?d;minis'trei??n],n.管理；管理部门
47,admiration,[???dm?'rei??n],n.钦佩；赞美，羡慕
48,admission,[?d'mi??n],n.允许进入；承认
49,adopt,[?'d?pt],vt.收养；采用；采取
50,adoption,[?'d?p??n],n.收养；采纳，采取
51,adore,[?'d?:],vt.崇拜；很喜欢
52,advantageous,[???dv?n'teid??s],a.有利的，有助的
53,advertise,['?dv?taiz],vt.通知 vi.登广告
54,advice,[?d'vais],n.劝告；忠告；意见
55,advisable,[?d'vaiz?bl],n.明智的；可取的
56,advise,[?d'vaiz],vt.劝告；建议；通知
57,advocate,['?dv?kit],n.辩护者 vt.拥护
58,aerial,['e?ri?l],a.空气的；航空的
59,aeroplane,['e?r?plein],n.飞机
60,aerospace,['e?r?speis],n.航空和宇宙航行空间
61,affair,[?'fe?],n.事情，事件；事务
62,affect,[?'fekt],vt.影响；感动
63,affection,[?'fek??n],n.慈爱，爱；爱慕
64,affirm,[?'f?:m],vt.断言，批准；证实
65,afford,[?'f?:d],vt.担负得起…；提供
66,afterward,['ɑ:ft?w?d],ad.后来，以后
67,aggressive,[?'gresiv],a.侵略的；好斗的
68,agitation,[???d?i'tei??n],n.鼓动，煸动；搅动
69,agony,['?g?ni],n.极度痛苦
70,agreeable,[?'gri:?b?l],a.惬意的；同意的
71,aid,[eid],n.帮助，救护；助手
72,aim,[eim],vi.瞄准，针对；致力
73,alas,[?'l?s],int.唉，哎呀
74,album,['?lb?m],n.粘贴簿；相册；文选
75,alert,[?'l?:t],a.警惕的；活跃的
76,algebra,['?ld?ibr?],n.代数学
77,alien,['eili?n],a.外国的 n.外国人
78,alignment,[?'lainm?nt],n.队列；结盟，联合
79,alike,[?'laik],a.同样的，相同的
80,alive,[?'laiv],a.活着的；活跃的
81,allied,['?laid],a.联合的；联姻的
82,allowance,[?'lau?ns],n津贴，补助费
83,alloy,['?l?i],n.合金；(金属的)成色
84,ally,"['?lai, ?'lai]",n.盟国，同盟者，伙伴
85,alongside,[?l??'said],prep.在…旁边
86,alphabet,['?lf?bet],n.字母表，字母系统
87,alteration,[???:lt?'rei??n],n.变更，改变；蚀变
88,alternate,[?:l't?:nit],vt.使交替 a.交替的
89,alternative,[?:l't?:n?tiv],n.替换物；取舍，抉择
90,altitude,['?ltitju:d],n.高，高度；高处
91,aluminium,[???lju'mini?m],n.铝
92,amateur,['?m?t?],a.业余的n.业余爱好者
93,amaze,[?'meiz],vt.使惊奇，使惊愕
94,ambassador,[?m'b?s?d?],n.大使，使节
95,ambient,['?mbi?nt],a.周围的，包围着的
96,ambiguous,[?m'bigju?s],a.模棱两可的；分歧的
97,ambition,[?m'bi??n],n.雄心，抱负，野心
98,ambitious,[?m'bi??s],a.有雄心的；热望的
99,ampere,['?mpe?],n.安培
100,ample,['?mp?l],a.足够的；宽敞的
101,amplify,['?mplifai],vt.放大，增强；扩大
102,amplitude,['?mplitju:d],n.广大；充足；振幅
103,amuse,[?'mju:z],vt.逗…乐；给…娱乐
104,amusement,[?'mju:zm?nt],n.娱乐，消遣，乐趣
105,analogue,['?n?l?g],n.类似物；同源语
106,analogy,[?'n?l?d?i],n.相似，类似；比拟
107,analyse,['?n?laiz],vt.分析，分解，解析
108,analysis,[?'n?l?sis],n.分析，分解，解析
109,analytic(al),[???n?'litik(?l)],a.分析的；分解的
110,ancestor,['?ns?st?],n.祖宗，祖先
111,anchor,['??k?],n.锚 vi.抛锚，停泊
112,ankle,['??k?l],n.踝，踝节部
113,anniversary,[???ni'v?:s?ri],n.周年纪念日
114,announce,[?'nauns],vt.报告…的来到
115,anode,['?n?ud],n.阳极，正极，板极
116,answer,['ɑ:ns?],vi.符合，适合
117,antarctic,[?n'tɑ:ktik],a.南极的 n.南极区
118,antenna,[?n'ten?],n.触角；天线
119,anticipate,[?n'tisipeit],vt.预料，预期，期望
120,antique,[?n'ti:k],a.古代的 n.古物
121,anxiety,[??'zai?ti],n.焦虑，忧虑；渴望
122,anybody,['eni;b?di],n.重要人物
123,apparatus,[???p?'reit?s],n.器械，仪器；器官
124,apparent,[?'p?r?nt],a.显然的
125,apparent,[?'p?r?nt],a.表面上的；明显的
126,appeal,[?'pi:l],vi.&n.呼吁；申述
127,appendix,[?'pendiks],n.附录，附属物；阑尾
128,applaud,[?'pl?:d],vt.喝彩；欢呼 vi.欢呼
129,applause,[?'pl?:z],n.喝彩；夸奖，称赞
130,appliance,[?'plai?ns],n.用具，器具，器械
131,applicable,['?plik?b?l],a.能应用的；适当的
132,application,[???pli'kei??n],n.请求，申请；施用
133,apply,[?'plai],vt.应用，实施，使用
134,appoint,[?'p?int],vt.任命，委任；约定
135,appointment,[?'p?intm?nt],n.任命；约定，约会
136,appreciable,[?'pri:??b?l],a.可估价的；可察觉的
137,appreciate,[?'pri:?ieit],vt.欣赏；领会；感谢
138,appreciation,[?;pri:?i'ei??n],n.欣赏；鉴别；感激
139,approach,[?'pr?ut?],vt.向…靠近 n.靠近
140,appropriate,[?'pr?uprieit],a.适当的，恰当的
141,approval,[?'pru:v?l],n.赞成，同意；批准
142,approve,[?'pru:v],vt.赞成，称许；批准
143,approximate,[?'pr?ksimit],a.近似的 vt.近似
144,approximately,[?'pr?ksim?tli],ad.近似地，大约
145,April,['eipr?l],n.四月
146,apt,[?pt],a.恰当的；聪明的
147,Arabian,[?'reibi?n],a.阿拉伯的
148,arbitrary,['ɑ:bitr?ri],a.随心所欲的；专断的
149,arc,[ɑ:k],n.弧，弓形物；弧光
150,arch,[ɑ:t?],n.拱门 vt.用拱连接
151,architect,['ɑ:kitekt],n.建筑师；创造者
152,architecture,['ɑ:kitekt??],n.建筑学；建筑式样
153,arctic,['ɑ:ktik],a.北极的 n.北极
154,arise,[?'raiz],vi.出现；由…引起
155,arouse,[?'rauz],vt.引起，唤起；唤醒
156,array,[?'rei],vt.装扮 n.队列；排列
157,artistic,[ɑ:'tistik],a.艺术的；艺术家的
158,ascend,[?'send],vi.攀登，登高；追溯
159,ascertain,[???s?'tein],vt.查明，确定，弄清
160,ascribe,[?'skraib],vt.把…归于
161,ashore,[?'??:],ad.在岸上，上岸
162,ass,[?s],n.驴；傻瓜，蠢笨的人
163,assassinate,[?'s?sineit],vt.暗杀，行刺；中伤
164,assault,[?'s?:lt],vt.袭击；殴打 n.攻击
165,assert,[?'s?:t],vt.断言，宣称；维护
166,assess,[?'ses],vt.对(财产等)估价
167,assessment,[?'sesm?nt],n.估定；查定；估计数
168,assign,[?'sain],vt.指派；分配；指定
169,assignment,[?'sainm?nt],n.任务，指定的作业
170,assist,[?'sist],vt.援助，帮助；搀扶
171,assistant,[?'sist?nt],n.助手，助理；助教
172,associate,[?'s?u?ieit],vi.交往 n.伙伴，同事
173,association,[?;s?usi'ei??n],n.协会，团体；联合
174,assume,[?'sju:m],vt.假定；承担；呈现
175,assumption,[?'s?mp??n],n.采取；假定；傲慢
176,assurance,[?'?u?r?ns],n.保证；财产转让书
177,assure,[?'?u?],vt.使确信；向…保证
178,astonishment,[?'st?ni?m?nt],n.惊奇，惊讶
179,astronomy,[?'str?n?mi],n.天文学
180,athlete,"['?θlit, '?θli:t]",n.运动员；田径运动员
181,atmospheric,[???tm?s'ferik],a.大气的；大气层的
182,atom,['?t?m],n.微粒；微量
183,attach,[?'t?t?],vt.缚，系，贴；附加
184,attachment,[?'t?t?m?nt],n.连接物，附件；依恋旧感情
185,attack,[?'t?k],vt.&vi.&n.攻击，进攻
186,attain,[?'tein],vt.达到，获得，完成
187,attempt,[?'tempt],vt.尝试，试图 n.企图
188,attendance,[?'tend?ns],n.到场；出席人数
189,attendant,[?'tend?nt],n.侍者；护理人员
190,attentive,[?'tentiv],a.注意的；有礼貌的
191,attorney,[?'t?:ni],n.代理人；辩护律师
192,attribute,[?'tribju:t],vt.把…归因于 n.属性
193,audience,['?:di?ns],n.正式会见；拜会
194,aural,['?:r?l],a.耳的，听觉的
195,Australia,[?'streili?],n.澳大利亚
196,Australian,[?'streili?n],a.澳大利亚的
197,author,['?:θ?],n.创造者，创始人
198,authority,[?:'θ?riti],n.当局，官方；权力
199,automate,['?:t?meit],vt.使自动化
200,automatic,[???:t?'m?tik],a.自动的；机械的
201,automation,[???:t?'mei??n],n.自动，自动化
202,automobile,['?:t?m?bi:l],n.汽车，机动车
203,auxiliary,[?:g'zilj?ri],a.辅助的；附属的
204,avail,[?'veil],vt.有益于 n.效用
205,availability,[?;veil?'biliti],n.有效(性)；可得性
206,available,[?'veil?b?l],a.可利用的；通用的
207,aviation,[??eivi'ei??n],n.飞行，航空学
208,aviation,[??eivi'ei??n],n.航空，航空学
209,awake,[?'weik],vi.认识到
210,award,[?'w?:d],n.奖，奖品；判定
211,awful,['?:ful],a.威严的；糟糕的，非常的
212,awkward,['?:kw?d],a.不雅观的，笨拙的
213,axial,['?ksi?l],a.轴的；轴向的
214,axis,['?ksis],n.轴，轴线；第二颈椎
215,axle,['?ksl],n.(轮)轴，车轴，心棒
216,bachelor,['b?t??l?],n.未婚男子；学士
217,bacon,['beik?n],n.咸猪肉，熏猪肉
218,bacteria,[b?k'ti?ri?],n.细菌
219,bacterium,[b?k'ti?ri?m],n.细菌；拳击迷
220,badge,[b?d?],n.徽章，像章；标志
221,badminton,['b?dmint?n],n.羽毛球
222,baffle,['b?f?l],vt.使挫折 n.迷惑
223,bait,[beit],n.饵；引诱物
224,balcony,['b?lk?ni],n.阳台；楼厅，楼座
225,bald,[b?:ld],a.秃头的；无毛的
226,ballet,['b?lei],n.芭蕾舞；舞剧
227,bamboo,[??b?m'bu:],n.竹；竹杆，竹棍
228,bandage,['b?ndid?],n.绷带，包带
229,bandit,['b?ndit],n.土匪，盗匪，歹徒
230,bang,[b??],n.巨响，枪声；猛击
231,banker,['b??k?],n.银行家
232,bankrupt,['b??kr?pt],a.破产的 vt.使破产
233,banquet,['b??kwit],n.宴会，盛会，酒席
234,barely,['be?li],ad.仅仅，勉强
235,barge,[bɑ:d?],n.驳船；大型游船
236,bark,[bɑ:k],n.吠叫声 vi.吠，叫
237,barley,['bɑ:li],n.大麦
238,barn,[bɑ:n],n.谷仓；牲口棚
239,barometer,[b?'r?mit?],n.气压计，睛雨表
240,baron,['b?r?n],n.男爵；贵族；巨商
241,barrel,['b?r?l],n.桶；圆筒；枪管
242,barren,['b?r?n],a.贫瘠的；不妊的
243,barrier,['b?ri?],n.栅栏，屏障；障碍
244,basement,['beism?nt],n.地下室；地窖；底层
245,basin,['beis?n],n.内海；盆地，流域
246,battery,['b?t?ri],n.炮兵连；兵器群
247,battery,['b?t?ri],n.电池；一套，一组
248,battle,['b?tl],vi.&n.战斗 vt.与…作战
249,bay,[bei],n.湾；山脉中的凹处
250,bazaar,[b?'zɑ:],n.集市，廉价商店
251,bead,[bi:d],n.有孔小珠；露珠
252,beam,[bi:m],vi.发光，发热；微笑
253,beam,[bi:m],n.梁；横梁；束，柱
254,bean,[bi:n],n.豆，蚕豆
255,bearing,['be?ri?],n.支承；忍受；方位；轴承
256,bed,[bed],n.河床，(湖)底，矿床
257,beetle,['bi:tl],n.甲虫；近视眼的人
258,beforehand,[bi'f?:h?nd],ad.预先；提前地
259,beggar,['beg?],n.乞丐，穷人
260,beginning,[bi'gini?],n.开始，开端；起源
261,behalf,[bi'hɑ:f],n.利益，维护，支持
262,behave,[bi'heiv],vi.表现，举止；运转
263,behavior,[bi'heivi?],n.行为，举止，态度
264,bench,[bent?],n.长凳，条凳；工作台
265,bend,[bend],vt.使屈从 vi.屈从
266,bestow,[bi'st?u],vt.把…赠与
267,betray,[bi'trei],vt.背叛；辜负；泄漏
268,between,[bi'twi:n],ad.当中，中间
269,beware,[bi'we?],vt.&vi.谨防，当心
270,bewilder,[bi'wild?],vt.迷惑，把…弄糊涂
271,bid,[bid],vt.命令 vi.报价
272,billion,['bilj?n],num.万亿(英)
273,bishop,['bi??p],n.(基督教的)主教
274,bitterness,['bit?nis],n.苦味，辛酸，苦难
275,blacksmith,['bl?k;smiθ],n.铁匠，锻工
276,blade,[bleid],n.刀刃，刀片；叶片
277,blame,[bleim],vt.责备，把…归咎于
278,blast,[blɑ:st],n.爆炸；管乐器的声音
279,blast,[blɑ:st],n.爆炸，冲击波 vt.炸
280,blaze,[bleiz],vt.使燃烧 vi.燃烧
281,blaze,[bleiz],n.火；闪光 vi.燃烧
282,bleach,[bli:t?],vt.漂白 vi.变白
283,bleed,[bli:d],vi.出血，流血；泌脂
284,blend,[blend],vt.&vi.&n.混和
285,bless,[bles],vt.为…祝福
286,blind,[blaind],n.百叶窗；窗帘；遮帘
287,block,[bl?k],n.阻塞；障碍物；炮闩
288,blond,[bl?nd],n.白肤金发碧眼的人
289,bloom,[blu:m],n.花；开花，开花期
290,blossom,['bl?s?m],n.花，开花 vi.开花
291,blouse,[blauz],n.女衬衫；童衫；罩衫
292,blue,[blu:],a.伤心的；下流的
293,blunder,['bl?nd?],vi.犯大错 n.大错
294,blush,[bl??],vi.脸红，害臊 n.脸红
295,board,[b?:d],"vt.板，牌子,(收费)供…膳食"
296,boast,[b?ust],vi.自夸 vt.吹嘘
297,boiler,['b?il?],n.锅炉；热水贮槽
298,bold,[b?uld],a.大胆的；冒失的
299,bolt,[b?ult],n.螺栓；插销 vt.闩门
300,bomb,[b?m],n.炸弹 vt.轰炸
301,bond,[b?nd],n.联结，联系；公债
302,booth,[bu:?],n.货摊；公用电话亭
303,bore,[b?:],n.讨厌的人；麻烦事
304,bosom,['buz?m],n.胸，胸部；内心
305,bough,[bau],n.树枝
306,bounce,[bauns],vi.反跳，弹起；跳起
307,bound,[baund],a.应当的；必定的
308,bound,[baund],a.一定的；有义务的
309,boundary,['baund?ri],n.分界线，办界
310,bourgeois,['bu??wɑ:],a.资产阶级的；平庸的
311,bow,[bau],n.弓；蝴蝶结；鞠躬
312,box,[b?ks],n.专席
313,boycott,['b?ik?t],vt.&n.联合抵制
314,brace,[breis],n.支柱 vt.拉紧，撑牢
315,brand,[br?nd],vt.在…上打烙印
316,brandy,['br?ndi],n.白兰地酒
317,breadth,[bredθ],n.宽度，幅度；幅面
318,breakdown,['breikdaun],n.崩溃，倒塌；失败
319,breast,[brest],n.乳房；胸脯，胸膛
320,breed,[bri:d],n.(动物)品种
321,breeze,[bri:z],n.微风，和风
322,bribe,[braib],n.贿赂 vt.向…行贿
323,bridegroom,['braidgru:m],n.新郎
324,bridle,['braidl],n.笼子；束缚 vt.抑制
325,brightness,['braitnis],n.明亮，辉煌，聪明
326,brim,[brim],n.边，边缘；帽沿
327,brisk,[brisk],a.活泼的；清新的
328,bristle,['bris?l],n.短而硬的毛；鬃毛
329,brittle,['britl],a.脆的；易损坏的
330,broaden,['br?:dn],vt.&vi.放宽，变阔
331,bronze,[br?nz],n.青铜色
332,brood,[bru:d],"vt.孵蛋,沉思vi.郁闭地沉思"
333,brook,[bruk],n.小河，溪流
334,broom,[bru:m],n.扫帚
335,bruise,[bru:z],n.青肿，伤痕；擦伤
336,brute,[bru:t],n.禽兽，畜生
337,bucket,['b?kit],n.水桶；吊桶；铲斗
338,bud,[b?d],n.芽，萌芽；蓓蕾
339,Buddhism,['budiz?m],n.佛教，释教
340,budget,['b?d?it],n.预算，预算案
341,buffalo,['b?f?l?u],n.水牛；水陆坦克
342,bug,[b?g],n.虫子；臭虫
343,bugle,['bju:g?l],n.军号，喇叭
344,bulb,[b?lb],n.电灯泡；球状物
345,bulk,[b?lk],n.物体，容积，大批
346,bull,[bul],n.买空的证券投机商
347,bulletin,['bul?tin],告示，公告，公报
348,bump,[b?mp],vt.撞击 vi.撞 n.肿块
349,bunch,[b?nt?],n.束，球，串；一群
350,bundle,['b?ndl],n.捆，包，束；包袱
351,burden,['b?:dn],n.担子，重担；装载量
352,bureaucracy,[bju'r?kr?si],n.官僚主义；官僚机构
353,burglar,['b?:gl?],n.夜盗，窃贼
354,burial,['beri?l],n.安葬，埋葬，埋藏
355,burn,[b?:n],vi.烧，燃烧 n.烧伤
356,burner,['b?:n?],n.灯头，煤气头
357,burst,[b?:st],vt.使爆裂 vi.&n.爆炸
358,bushel,['bu??l],n.蒲式耳(容量单位)
359,butcher,['but??],n.屠夫；屠杀者
360,butt,[b?t],n.大酒桶，桶
361,button,['b?tn],n.扣子；按钮 vt.扣紧
362,buzz,[b?z],vi.(蜂等)嗡嗡叫
363,bypass,['baipɑ:s],n.旁通管 vt.绕过
364,by-product,['bai;pr?d?kt],n.副产品
365,cabin,['k?bin],n.小屋；船舱，机舱
366,cabinet,['k?binit],n.橱，柜；内阁
367,cable,['keib?l],n.缆，索；电缆；电报
368,cafe,['k?fei],n.咖啡馆；小餐厅
369,cafeteria,[??k?fi'ti?ri?],n.自助食堂
370,cage,[keid?],n.笼；鸟笼，囚笼
371,calculus,['k?lkjul?s],n.微积分；结石
372,calendar,['k?lind?],n.日历，历书；历法
373,calibration,[??k?li'brei??n],n.校准；标定，刻度
374,calm,[kɑ:m],a.静的，平静的
375,camel,['k?m?l],n.骆驼
376,camera,['k?m?r?],n.照相机，摄影机
377,camp,[k?mp],n.野营，营地，兵营
378,campaign,[k?m'pein],n.战役；运动
379,campus,['k?mp?s],n.校园，学校场地
380,Canada,['k?n?d?],n.加拿大
381,Canadian,[k?'neidi?n],a.加拿大的
382,canal,[k?'n?l],n.运河；沟渠；管
383,cancer,['k?ns?],n.癌，癌症，肿瘤
384,candidate,['k?ndideit],n.候选人；投考者
385,candle,['k?ndl],n.蜡烛；烛形物；烛光
386,cane,[kein],n.(藤等)茎；手杖
387,cannon,['k?n?n],n.大炮，火炮；榴弹炮
388,canoe,[k?'nu:],n.独木舟，皮艇，划子
389,canteen,[k?n'ti:n],n.小卖部；临时餐室
390,canvas,['k?nv?s],n.粗帆布；一块油画布
391,cap,[k?p],n.帽子，便帽；帽状物
392,capability,[??keip?'biliti],n.能力，才能；性能
393,capable,['keip?b?l],a.有能力的，有才能的
394,capacitance,[k?'p?sit?ns],n.电容，电容量
395,capacitor,[k?'p?sit?],n.电容器
396,capacity,[k?'p?siti],n.容量；能力；能量
397,cape,[keip],n.披肩，斗篷；海角
398,capital,['k?pitl],n.资本，资金；首都
399,captain,['k?ptin],n.陆军上尉；队长
400,captive,['k?ptiv],a.被俘虏的；被迷住的
401,captive,['k?ptiv],n.俘虏，被监禁的人
402,capture,['k?pt??],vt.捕获，俘获；夺得
403,carbon,['kɑ:b?n],n.碳
404,cargo,['kɑ:g?u],n.船货，货物
405,carpenter,['kɑ:pint?],n.木工，木匠
406,carpet,['kɑ:pit],n.地毯，毡毯，毛毯
407,carriage,['k?rid?],n.客车厢；四轮马车
408,carrier,['k?ri?],n.运输工具；运载工具
409,carrot,['k?r?t],n.胡罗卜
410,carry,['k?ri],vt.携带；运载；传送
411,cart,[kɑ:t],n.二轮运货马车
412,cartridge,['kɑ:trid?],n.弹药筒，子弹；软片，墨盒
413,carve,[kɑ:v],vt.刻，雕刻；切开
414,cassette,[k?'set],n.盒式录音带；盒子
415,cast,[kɑ:st],vt.投，扔，抛；浇铸
416,castle,['kɑ:s?l],n.城堡；巨大建筑物
417,casual,['k??u?l],a.偶然的；随便的
418,catalog,['k?t?l?g],n.目录，目录册
419,catalogue,['k?t?l?g],vt.为…编目录
420,catalyst,['k?t?list],n.催化剂；刺激因素
421,category,['k?tig?ri],n.种类，类目；范畴
422,cater,['keit?],vi.迎合，投合
423,cathedral,[k?'θi:dr?l],n.总教堂；大教堂
424,Catholic,['k?θ?lik],a.天主教的n.天主教徒
425,cattle,['k?tl],n.牛；牲口，家畜
426,cause,[k?:z],n.原因，理由；事业
427,caution,['k?:??n],n.小心；告诫 vt.警告
428,cautious,['k?:??s],a.小心的，谨慎的
429,cave,[keiv],n.山洞，洞穴，窑洞
430,cavity,['k?viti],n.洞，穴，空腔
431,cease,[si:s],vi.&vi.&n.停止，停息
432,ceiling,['si:li?],n.天花板，顶蓬
433,cell,[sel],n.细胞；小房间
434,cellar,['sel?],n.地窑，地下室
435,cement,[si'ment],vt.粘结 vi.粘紧 n.水泥
436,cement,[si'ment],n.水泥；胶泥 vt.粘结
437,censor,['sens?],vt.审查，检查
438,cent,[sent],n.分；分币；百
439,centigrade,['sentigreid],a.百分度的
440,centimetre,['senti;mi:t?],n.公分，厘米
441,central,['sentr?l],a.中心的；主要的
442,centre,['sent?],n.中心；中枢 vt.集中
443,century,['sent??ri],n.世纪，百年
444,cereal,['si?ri?l],n.谷类，五谷，禾谷
445,ceremony,['serim?ni],n.典礼，仪式；礼节
446,certainty,['s?:t?nti],n.确实性，确信，确实
447,certainty,['s?:t?nti],n.必然；肯定
448,certificate,[s?'tifik?t],n.证书，证件，执照
449,chain,[t?ein],n.链，链条，项圈
450,chairman,['t?e?m?n],n.主席；议长，会长
451,chalk,[t??:k],n.白垩；粉笔
452,challenge,['t??lind?],n.挑战；要求，需要
453,chamber,['t?eimb?],n.会议室；房间；腔
454,champion,['t??mpi?n],n.斗士；提倡者
455,champion,['t??mpi?n],n.冠军，得胜者
456,channel,['t??n?l],n.海峡；渠道；频道
457,chapter,['t??pt?],n.章，回，篇
458,character,['k?rikt?],n.性格；特性；角色
459,characteristic,[??k?rikt?'ristik],a.特有的 n.特性
460,characterize,['k?rikt?raiz],vt.表示…的特性
461,charcoal,['t?ɑ:k?ul],n.炭，木炭；生物炭
462,charge,[t?ɑ:d?],n.负荷；充电 vt.装满
463,charge,[t?ɑ:d?],vt.索价；控告 n.费用
464,charity,['t??riti],n.施舍；慈善事业
465,charm,[t?ɑ:m],n.魅力；妩媚 vi.迷人
466,charming,['t?ɑ:mi?],a.迷人的，可爱的
467,chart,[t?ɑ:t],n.图，图表；海图
468,charter,['t?ɑ:t?],vt.租 n.宪章；契据
469,chase,[t?eis],n.追逐，追赶，追求
470,chatter,['t??t?],vi.&n.喋喋不休
471,cheek,[t?i:k],n.面颊，脸蛋
472,cheer,[t?i?],vt.使振作；欢呼
473,cheerful,['t?i?ful],a.快乐的，愉快的
474,chemical,['kemik?l],a.化学的 n.化学制品
475,chemist,['kemist],n.化学家；药剂师
476,chemistry,['kemistri],n.化学
477,cheque,[t?ek],n.支票
478,cherish,['t?eri?],vt.珍爱；怀有(感情)
479,chess,[t?es],n.棋；国际象棋
480,chest,[t?est],n.胸腔，胸膛；箱子
481,chestnut,['t?esn?t],n.栗子；栗树；栗色
482,chew,[t?u:],vt.咀嚼，嚼碎
483,chicken,['t?ikin],n.小鸡，小鸟；鸡肉
484,chill,[t?il],vt.使变冷 n.寒冷
485,chimney,['t?imni],n.烟囱，烟筒；玻璃罩
486,chin,[t?in],n.颏，下巴
487,chip,[t?ip],n.薄片，碎片
488,choke,[t??uk],vt.使窒息；塞满
489,chop,[t??p],n.一块排骨，肉块
490,chop,[t??p],vt.砍，劈；切细 vi.砍
491,chord,[k?:d],n.(乐器的)弦 vi.协调
492,chorus,['k?:r?s],vt.&vi.合唱
493,Christ,[kraist],n.救世主(耶稣基督)
494,Christian,['kristi?n],a.基督教的
495,cigar,[si'gɑ:],n.雪茄烟，叶卷烟
496,cigaret,[??sig?'ret],n.香烟，纸烟，卷烟
497,circle,['s?:k?l],n.圆，圆周；圈子
498,circuit,['s?:kit],n.电路；环行；巡行
499,circular,['s?:kjul?],n.传单，通报，通函
500,circular,['s?:kjul?],a.圆的；循环的
501,circulate,['s?:kjuleit],vt.使循环 vi.循环
502,circulation,[??s?:kju'lei??n],n.循环；(货币等)流通
503,circumference,[s?'k?mf?r?ns],n.圆周，周长，圆周线
504,circumstance,['s?:k?mst?ns],n.情况，条件；境遇
505,circus,['s?:k?s],n.马戏；马戏团
506,cite,[sait],vt.引用，引证；举例
507,citizen,['sitiz?n],n.公民；市民，居民
508,civil,['siv?l],a.公民的；文职的
509,civilian,[si'vilj?n],n.平民 a.平民的
510,civilization,[??sivilai'zei??n],n.文明，文化；开化
511,civilize,['sivilaiz],vt.使文明；教育
512,claim,[kleim],n.权利，所有权
513,claim,[kleim],vt.声称，主张；索取
514,clamp,[kl?mp],n.夹子 vt.夹住，夹紧
515,clap,[kl?p],n.拍手喝采声；霹雳声
516,clap,[kl?p],vi.拍手 vt.拍，轻拍
517,clarify,['kl?rifai],vt.澄清，阐明
518,clash,[kl??],n.碰撞声；抵触，冲突
519,clasp,[klɑ:sp],vt.扣住，扣紧，钩住
520,clasp,[klɑ:sp],n.扣子，钩子；别针
521,classic,['kl?sik],n.名著 a.不朽的
522,classical,['kl?sik?l],a.古典的；经典的
523,classification,[??kl?sifi'kei??n],n.分类；分级；分类法
524,classify,['kl?sifai],vt.把…分类
525,clatter,['kl?t?],n.得得声，卡嗒声
526,claw,[kl?:],n.爪，脚爪，螯
527,clay,[klei],n.粘土，泥土；肉体
528,cleanliness,['kli:nlinis],n.清洁
529,clearing,['kli?ri?],n.(森林中的)空旷地
530,client,['klai?nt],n.顾客；诉讼委托人
531,cliff,[klif],n.悬崖，峭壁
532,climax,['klaim?ks],n.(兴趣的)顶点
533,climb,[klaim],vi.攀登，爬 vt.爬
534,cling,[kli?],vi.粘住；依附；坚持
535,clinic,[klinik],n.诊所，医务室；会诊
536,clip,[klip],vt.夹住 n.夹子，钳子
537,cloak,[kl?uk],vt.掩盖，覆盖，掩饰
538,cloak,[kl?uk],n.斗篷；覆盖(物)
539,clockwise,['kl?kwaiz],a.&ad.顺时针方向转的
540,closet,['kl?zit],n.小房间；壁碗橱
